#separator:tab
#html:true
#notetype column:1
#deck column:2
#tags column:6
Basic	Medicaid::4. Research: Efficacy & Reform	Why is the naive comparison of Medicaid enrollees to the uninsured useless?	"Selection. People on Medicaid are poorer, sicker, and more disabled than the uninsured by construction — disability is itself an eligibility pathway, and sick people enroll when they get sick. Raw comparisons make Medicaid look harmful.<br><br><i>Every credible study in this deck exists to break that selection. Whenever you see a claim that ""Medicaid enrollees have worse outcomes than the uninsured,"" the first question is what generated the variation in coverage.</i>"		medicaid research methods prio::1-core
Basic	Medicaid::4. Research: Efficacy & Reform	What are the main identification strategies used in the Medicaid literature?	<ul><li><b>Randomization</b> — the Oregon lottery; the IRS letter experiment</li><li><b>Difference-in-differences</b> — state expansions against non-expanding states</li><li><b>Regression discontinuity</b> — birthdate cutoffs in eligibility rules; income thresholds</li><li><b>Simulated instruments</b> — Currie-Gruber, using legislated eligibility rules applied to a fixed national sample</li><li><b>Policy reversals</b> — the 2005 TennCare disenrollment</li><li><b>Random plan assignment</b> — auto-assignment algorithms in managed care</li></ul><br><br><i>Knowing which strategy produced a result tells you what population it applies to. The lottery identifies effects for low-income adults who actively sought coverage; expansion DiD identifies effects for the whole newly eligible population, most of whom did not.</i>		medicaid research methods prio::1-core
Basic	Medicaid::4. Research: Efficacy & Reform	"What is a ""simulated eligibility instrument,"" and why was it a breakthrough?"	Currie and Gruber's device: take a fixed national sample of children (or women), apply each state-year's legislated eligibility rules to it, and use the resulting fraction eligible as an instrument for individual eligibility.<br><br><i>It isolates variation coming from <i>legislation</i> rather than from a state's population composition or economy. Without it, states that expanded eligibility would appear to have more eligible people simply because they had more poor people. It remains the standard tool in the eligibility-expansion literature.</i>		medicaid research methods prio::3-depth
Basic	Medicaid::4. Research: Efficacy & Reform	What is the difference between an intent-to-treat effect and a local average treatment effect here?	In the Oregon lottery, <b>ITT</b> is the effect of <i>winning the lottery</i> — but only about a quarter of winners ended up enrolled. <b>LATE</b> scales that up to the effect of <i>actually having Medicaid</i> for those induced to enroll by winning, by instrumenting coverage with lottery selection.<br><br><i>Reported Oregon effects are usually LATE. This matters when comparing to expansion studies, which often report ITT-style effects on whole populations, and it matters for the power discussion — the ITT is small because most of the treatment group was untreated.</i>		medicaid research methods prio::2-working
Basic	Medicaid::4. Research: Efficacy & Reform	What is the statistical power critique of the Oregon two-year health results?	"The confidence intervals on blood pressure, cholesterol, and HbA1c included effects large enough to be clinically important. ""No statistically significant effect"" is not ""no effect"" — the study could not distinguish a meaningful improvement from zero for these biomarkers.<br><br><i>About 12,000 people were surveyed and examined in the Portland-area in-person round, with only a fraction having elevated values at baseline. Both readings of the result are misuses: ""Medicaid doesn't improve health"" and ""Medicaid was proven to improve these outcomes."" The honest reading is that the study was informative about utilization, financial strain, depression, and diagnosis, and underpowered for cardiovascular biomarkers.</i>"		medicaid research methods power prio::1-core
Basic	Medicaid::4. Research: Efficacy & Reform	What is the main threat to difference-in-differences estimates of ACA expansion effects?	Expansion states are not randomly selected — they are richer, more urban, more Democratic, and had more generous pre-ACA Medicaid. If their outcome trends would have differed from non-expansion states anyway, the estimate is biased.<br><br><i>Standard defences: pre-trend tests, event-study plots, within-state comparisons of high- versus low-uninsurance areas, and triple-differences using an unaffected group (for example higher-income adults). A study without a visible event-study plot deserves scepticism.</i>		medicaid research methods did prio::2-working
Basic	Medicaid::4. Research: Efficacy & Reform	What is the staggered-adoption problem in two-way fixed effects, and why does it matter for Medicaid research?	With treatments beginning at different times, standard TWFE estimates are weighted averages that can put <b>negative weights</b> on some comparisons — using already-treated units as controls for later adopters. With heterogeneous or dynamic effects the estimate can even carry the wrong sign.<br><br><i>Goodman-Bacon (2021) decomposed the problem; Callaway–Sant'Anna, Sun–Abraham, and de Chaisemartin–D'Haultfœuille supply robust estimators. Directly relevant here because states expanded in 2014, 2015, 2016, 2019, 2021, and 2023. Older papers using plain TWFE across staggered adopters deserve a second look.</i>		medicaid research methods did prio::2-working
Basic	Medicaid::4. Research: Efficacy & Reform	What is the Marginal Value of Public Funds (MVPF)?	The ratio of beneficiaries' willingness to pay for a policy to its net cost to the government, where net cost accounts for fiscal externalities — later taxes paid, other benefits not claimed, other program spending avoided.<br><br><i>Hendren and Sprung-Keyser (2020, QJE) applied it to 133 policies and found that policies for <b>children</b> — including childhood Medicaid expansions — often have MVPF above 1 or effectively infinite, because the recipients later pay enough additional tax to repay the government's outlay. It is currently the standard common currency for comparing very different programs.</i>		medicaid research methods mvpf prio::1-core
Basic	Medicaid::4. Research: Efficacy & Reform	Why do self-reported and objectively measured health outcomes often diverge in insurance studies?	Insurance increases diagnosis, so newly covered people learn they are sick — which can worsen self-reported health while improving actual care. Conversely self-reported health can improve through relief of financial anxiety without any physiological change.<br><br><i>Oregon showed both: large improvements in self-reported health and depression alongside increased detection of diabetes and no detectable movement in biomarkers. Any single-outcome summary of that study is misleading.</i>		medicaid research methods outcomes prio::2-working
Basic	Medicaid::4. Research: Efficacy & Reform	Why is mortality both the best and the worst outcome for evaluating Medicaid?	<b>Best</b>: unambiguous, objectively measured, and not subject to reporting bias. <b>Worst</b>: rare among non-elderly adults, so enormous samples are needed, and most of Medicaid's value (financial protection, pain, function, mental health) does not show up in it.<br><br><i>This is why the credible mortality studies use administrative data on millions of people (Miller-Johnson-Wherry, Goldin-Lurie-McCubbin) and why an underpowered survey finding no mortality effect tells you almost nothing.</i>		medicaid research methods mortality prio::2-working
