#separator:tab
#html:true
#notetype column:1
#deck column:2
#tags column:6
Basic	Medicaid::3. Program Design & Alternatives	What are the four main structural alternatives to open-ended Medicaid matching?	<ul><li><b>Block grant</b> — fixed federal amount per state, growing by a set trend</li><li><b>Per capita cap</b> — fixed federal amount per enrollee, times actual enrollment</li><li><b>Reduced or uniform match rate</b> — keep the structure, lower the FMAP (e.g. cut the 90 percent expansion rate)</li><li><b>Capped allotment for a subgroup</b> — cap only certain populations or services</li></ul><br><br><i>The organising question for all four: <i>who bears the risk of costs exceeding projections</i> — the federal government (status quo), or the states. Everything else is detail about how quickly and in what circumstances the risk transfers.</i>		medicaid design financing framework prio::1-core
Basic	Medicaid::3. Program Design & Alternatives	How does a per capita cap differ from a block grant, and why does the difference matter?	A block grant fixes the total federal dollars regardless of how many people enroll. A per capita cap fixes federal dollars <b>per enrollee</b>, so the total flexes with enrollment.<br><br><i>A per capita cap therefore preserves countercyclicality (more enrollees in a recession still means more federal money) while a block grant does not. What a per capita cap does not preserve is protection against cost growth per person — epidemics, a new expensive therapy, or an aging caseload all fall on the state.</i>		medicaid design financing per-capita-cap prio::1-core
Basic	Medicaid::3. Program Design & Alternatives	What are the key design parameters of a per capita cap?	<ul><li><b>Base year</b> — which year's spending sets the starting amount (locks in existing state variation, rewarding high spenders)</li><li><b>Growth trend</b> — CPI-M, CPI-U plus a factor, GDP plus a factor, or a fixed percentage</li><li><b>Eligibility group granularity</b> — one cap or separate caps for children, adults, aged, disabled</li><li><b>Rebasing</b> — whether and how often the base resets</li><li><b>Exclusions</b> — DSH, administration, territories, IHS, public health emergencies</li></ul><br><br><i>The growth trend does nearly all the fiscal work. A trend even one point below actual per capita cost growth compounds into very large state shortfalls over ten years, which is why CBO scores of capped proposals grow steeply in the out-years.</i>		medicaid design financing per-capita-cap prio::1-core
Basic	Medicaid::3. Program Design & Alternatives	Why does eligibility-group granularity matter in a per capita cap?	Because per-enrollee costs differ by an order of magnitude across groups. A single blended cap would penalize states whose caseload shifts toward the aged and disabled and reward states whose caseload shifts toward children — changes largely outside state control.<br><br><i>Group-specific caps fix that but introduce classification incentives: the state gains by recording enrollees in whichever category carries the more generous cap, so the design has to police category assignment.</i>		medicaid design financing per-capita-cap prio::3-depth
Basic	Medicaid::3. Program Design & Alternatives	Trace the history of Medicaid block grant and cap proposals.	"<ul><li><b>1981</b> — Reagan proposed a capped federal contribution; Congress instead enacted a temporary FMAP reduction</li><li><b>1995</b> — the ""MediGrant"" block grant passed Congress and was vetoed by President Clinton</li><li><b>2003</b> — Bush administration proposed optional block-grant-style allotments</li><li><b>2017</b> — AHCA, BCRA, and Graham-Cassidy all included per capita caps with a block grant option</li><li><b>2020</b> — CMS's Healthy Adult Opportunity invited states to take capped funding for expansion adults via 1115</li></ul><br><br><i>The pattern is consistent: capped financing is proposed roughly once a decade, generally fails, and each attempt refines the technical design. Healthy Adult Opportunity is notable for attempting by waiver what Congress had declined to legislate; no state adopted it and it was rescinded.</i>"		medicaid design financing history prio::3-depth
Basic	Medicaid::3. Program Design & Alternatives	State the honest case <i>for</i> capped federal Medicaid financing.	<ul><li>Federal budget predictability, and a hard constraint on a fast-growing mandatory program</li><li>Removes the state incentive created by matching, where a state buys a dollar of services for 20-50 cents and therefore over-spends relative to what it would choose with its own money</li><li>Weakens the payoff to financing gimmicks (provider taxes, IGT recycling) that exist mainly to maximize the draw</li><li>Paired with regulatory relief, could let states redesign benefits and delivery without waiver negotiation</li></ul><br><br><i>The match-rate distortion argument is the strongest one and is standard public finance: an open-ended matching grant is a price subsidy on state spending. Learn to state it before critiquing it.</i>		medicaid design financing tradeoffs prio::1-core
Basic	Medicaid::3. Program Design & Alternatives	State the case <i>against</i> capped federal Medicaid financing.	"<ul><li>Transfers cost risk to states that cannot run deficits, so shortfalls become eligibility, benefit, or provider payment cuts</li><li>Destroys or weakens countercyclicality, cutting exactly when need rises</li><li>Locks in historical state spending variation as a permanent baseline</li><li>Cannot absorb epidemics, disasters, or new high-cost therapies without ad hoc congressional action</li><li>Aggregate savings are largely a cost shift, not efficiency: the coverage losses in CBO scores are the mechanism by which savings are achieved</li></ul><br><br><i>The strongest version is not ""states would cut"" but ""states would be <i>forced</i> to cut, at the worst possible time, and the design offers no mechanism other than cuts."" Any serious cap proposal needs an explicit recession valve.</i>"		medicaid design financing tradeoffs prio::1-core
Basic	Medicaid::3. Program Design & Alternatives	What is a maintenance of effort (MOE) requirement?	A condition requiring states to keep eligibility standards, methods, or spending at least at a specified prior level as a condition of receiving federal funds.<br><br><i>Examples: the ACA's eligibility MOE for children through 2019, and FFCRA's continuous enrollment condition attached to the 6.2 point FMAP bump. MOEs are how the federal government prevents states from pocketing an inducement while cutting elsewhere — and they are the reason states resist temporary FMAP bumps that carry strings.</i>		medicaid design financing moe prio::2-working
Basic	Medicaid::3. Program Design & Alternatives	What is an automatic countercyclical FMAP, and why do analysts favour it?	A standing formula that raises the federal match automatically when a state's economic conditions deteriorate — typically triggered by the state unemployment rate or its change — rather than requiring new legislation in each recession.<br><br><i>Both ARRA (2009) and FFCRA (2020) were enacted with lags after the downturn began. GAO, MACPAC, and a broad range of economists have recommended an automatic trigger; the objections are the difficulty of choosing a trigger that turns off cleanly and congressional reluctance to give up discretion.</i>		medicaid design financing countercyclical prio::2-working
Basic	Medicaid::3. Program Design & Alternatives	"What was the Arkansas ""private option""?"	An 1115 demonstration (2014) that used Medicaid funds to buy qualified health plan coverage on the ACA marketplace for expansion adults, rather than enrolling them in Medicaid managed care.<br><br><i>The political function was to let a conservative state expand coverage while describing the result as private insurance. The trade: marketplace plans pay commercial-level rates, so provider access improves but per-enrollee cost is higher. Later renamed Arkansas Works, and the model was adopted in modified form by New Hampshire.</i>		medicaid design expansion premium-assistance prio::3-depth
