#separator:tab
#html:true
#notetype column:1
#deck column:2
#tags column:6
Basic	Medicaid::5. People & Institutions	<b>Amy Finkelstein</b> — what is she known for?	MIT economist; co-principal investigator of the <b>Oregon Health Insurance Experiment</b>. Also: the welfare value of Medicaid (with Hendren and Luttmer), the economic consequences of hospital admissions, and foundational work on selection in insurance markets.<br><br><i>Clark Medal and MacArthur Fellowship. Co-author of <i>We've Got You Covered</i> (with Liran Einav), which argues for universal basic coverage on the grounds that the U.S. already provides ad hoc coverage badly. If you read one author to understand how economists think about health insurance, this is the one.</i>		medicaid people economists prio::1-core
Basic	Medicaid::5. People & Institutions	<b>Katherine Baicker</b> — what is she known for?	Health economist (University of Chicago, where she became Provost); co-principal investigator of the <b>Oregon Health Insurance Experiment</b> and lead author of the two-year NEJM results.<br><br><i>Also known for work on the value of health insurance, employer wellness programs, and cost-effectiveness in coverage design. She has been notably careful in public about what Oregon does and does not show — a good model for how to talk about a contested null.</i>		medicaid people economists prio::1-core
Basic	Medicaid::5. People & Institutions	<b>Benjamin Sommers</b> — what is he known for?	Physician-economist at Harvard's Chan School; the most prolific author on <b>coverage expansion effects</b>. Key work: state expansions and mortality (2012 NEJM), the Kentucky/Arkansas/Texas comparison, and the evaluation of <b>Arkansas's work requirement</b> (2019 NEJM).<br><br><i>Has served in government at HHS/ASPE, so his work sits close to policy. If a coverage-expansion question has been studied at all, he has probably written on it — a good first search.</i>		medicaid people economists physicians prio::1-core
Basic	Medicaid::5. People & Institutions	<b>Sarah Miller</b> — what is she known for?	"Economist at Michigan Ross; lead author of <b>""Medicaid and Mortality: New Evidence from Linked Survey and Administrative Data""</b> (2021, QJE) — the strongest evidence that ACA expansion reduced adult mortality.<br><br><i>Also works on the long-run effects of early-life Medicaid and on medical debt and financial outcomes. Frequently co-authors with Laura Wherry.</i>"		medicaid people economists prio::1-core
Basic	Medicaid::5. People & Institutions	<b>Laura Wherry</b> — what is she known for?	Economist at NYU Wagner; the <b>long-run effects of childhood Medicaid</b>, using the September 30, 1983 birthdate discontinuity — effects on teen mortality, adult hospitalization, and (with East, Miller, and Page) the next generation's birth outcomes.<br><br><i>Miller and Wherry are the pairing to know for anything about early-life Medicaid exposure and adult outcomes. Their work is the empirical basis for treating children's Medicaid as human capital policy.</i>		medicaid people economists prio::1-core
Basic	Medicaid::5. People & Institutions	<b>Andrew Goodman-Bacon</b> — what is he known for, in two separate literatures?	<ul><li><b>Medicaid</b>: the effects of the program's original 1966-70 introduction on child mortality, and its long-run effects on adult health and labor market outcomes</li><li><b>Econometrics</b>: the <b>Goodman-Bacon decomposition</b>, showing how two-way fixed effects DiD breaks down under staggered treatment timing</li></ul><br><br><i>Now at the Federal Reserve Bank of Minneapolis. An unusual case of one person being canonical both for a substantive Medicaid finding and for the method everyone now has to use to check their own DiD estimates.</i>		medicaid people economists prio::1-core
Basic	Medicaid::5. People & Institutions	<b>Craig Garthwaite</b> — what is he known for?	"Northwestern Kellogg economist; <b>""Public Health Insurance, Labor Supply, and Employment Lock""</b> (the TennCare disenrollment) and <b>""Hospitals as Insurers of Last Resort""</b> (uncompensated care).<br><br><i>Works at the intersection of health policy and industrial organization — hospital and pharmaceutical market behavior as well as coverage. Often a useful counterweight: rigorous but not reflexively pro-expansion.</i>"		medicaid people economists prio::2-working
Basic	Medicaid::5. People & Institutions	<b>Mark Duggan</b> — what is he known for?	Stanford economist; the foundational work on <b>Medicaid managed care</b> (the California county study, and with Hayford the multi-state result that savings depend on prior FFS rates) and on <b>drug purchasing distortions</b> (with Scott Morton, on the best price rule).<br><br><i>Also major work on Medicare Advantage, Part D, and disability insurance. The theme across all of it is how government purchasing rules generate unintended market responses.</i>		medicaid people economists prio::2-working
Basic	Medicaid::5. People & Institutions	<b>Jonathan Gruber</b> — what is he known for in the Medicaid literature specifically?	MIT economist; with Janet Currie, the canonical <b>eligibility expansion</b> papers on pregnant women and children, including the simulated eligibility instrument; and with David Cutler, the canonical <b>crowd-out</b> estimate.<br><br><i>Also central to the design of Massachusetts's 2006 reform and the ACA. His Medicaid work from the 1990s still defines the methods used in the eligibility literature.</i>		medicaid people economists prio::2-working
Basic	Medicaid::5. People & Institutions	<b>Janet Currie</b> — what is she known for?	Princeton economist; the economics of <b>child health and early-life investment</b>, including the Currie-Gruber Medicaid eligibility papers and a body of work on <b>take-up</b> of social programs.<br><br><i>Her survey work on why eligible people do not enroll is the intellectual ancestor of the current administrative burden literature. For anything about children and the safety net, she is the starting point.</i>		medicaid people economists prio::2-working
Basic	Medicaid::5. People & Institutions	<b>Nathaniel Hendren</b> — what is he known for?	"Economist (MIT, previously Harvard); the <b>Marginal Value of Public Funds</b> framework and, with Ben Sprung-Keyser, ""A Unified Welfare Analysis of Government Policies"" — the finding that policies for children have the highest returns.<br><br><i>Also a co-author on the value of Medicaid paper with Finkelstein and Luttmer. If you need a single common metric to compare Medicaid against unrelated programs, MVPF is currently it, and this is its source.</i>"		medicaid people economists welfare prio::2-working
Basic	Medicaid::5. People & Institutions	<b>Neale Mahoney</b> and <b>Matthew Notowidigdo</b> — what are they known for?	"The economics of <b>medical debt and financial distress</b>. Mahoney: ""Bankruptcy as Implicit Health Insurance."" Notowidigdo: the economic consequences of hospital admissions, employment lock, and hospitals as insurers of last resort — usually with Dobkin, Finkelstein, Kluender, Gross, or Garthwaite.<br><br><i>Between them they define the modern literature on what uninsurance actually costs people financially — and on why ""medical bankruptcy"" statistics from earlier work were overstated.</i>"		medicaid people economists prio::2-working
Basic	Medicaid::5. People & Institutions	<b>Timothy Layton</b>, <b>Michael Geruso</b>, and <b>Jacob Wallace</b> — what are they known for?	The modern economics of <b>Medicaid managed care</b>: plan effects identified from quasi-random auto-assignment, risk adjustment and selection, and rationing in public insurance programs.<br><br><i>This group's contribution is showing that <i>which plan</i> a Medicaid enrollee is assigned to causally affects their spending and care — which makes auto-assignment algorithms and plan quality measurement real policy levers rather than administrative trivia.</i>		medicaid people economists managed-care prio::2-working
Basic	Medicaid::5. People & Institutions	<b>Robert Kaestner</b> — what position does he occupy in the literature?	Health economist (University of Chicago Harris) known for <b>methodologically skeptical</b> reassessments of coverage expansion findings — questioning the robustness of mortality estimates and examining labor supply effects carefully.<br><br><i>Worth reading precisely because he pushes on results that are politically convenient to accept. A literature where nobody plays this role is a literature you should not fully trust.</i>		medicaid people economists critics prio::2-working
Basic	Medicaid::5. People & Institutions	<b>Laura Dague</b> — what is she known for?	"Texas A&M economist; work on <b>public insurance and labor supply</b> using Wisconsin's BadgerCare enrollment caps and waiting lists, finding larger employment effects than most ACA expansion studies.<br><br><i>Also works on Medicaid and criminal justice involvement, and on churn. Her BadgerCare work is the most important counterweight to the ""Medicaid has no labor supply effect"" summary.</i>"		medicaid people economists labor prio::2-working
Basic	Medicaid::5. People & Institutions	<b>Johanna Catherine Maclean</b> — what is she known for?	Health economist working on <b>substance use disorder treatment and behavioral health</b>, including the effects of Medicaid expansion on SUD treatment and medications for opioid use disorder.<br><br><i>The go-to author for the intersection of Medicaid policy and the overdose crisis — a connection that matters because Medicaid is the largest payer for SUD treatment.</i>		medicaid people economists behavioral-health prio::2-working
Basic	Medicaid::5. People & Institutions	<b>Bruce Meyer</b> — what is he known for that matters for benefit evaluation?	"Chicago Harris economist; the leading work on <b>measurement error in survey reporting of program participation</b> — showing that survey respondents substantially underreport receipt of Medicaid, SNAP, and other transfers, which biases poverty and take-up estimates.<br><br><i>Directly relevant to any evaluation using survey data: the ""Medicaid undercount"" means survey-based coverage and take-up figures are systematically wrong in a known direction. Also a co-author on the Wherry-Meyer teen mortality RD.</i>"		medicaid people economists measurement prio::2-working
Basic	Medicaid::5. People & Institutions	<b>Anna Aizer</b> — what is she known for?	Brown University economist; work showing that <b>outreach and application assistance</b> increase Medicaid take-up among eligible children and reduce avoidable hospitalizations.<br><br><i>An early and clean demonstration that enrollment friction — not eligibility rules or benefit generosity — is often the binding constraint on program reach.</i>		medicaid people economists take-up prio::2-working
Basic	Medicaid::5. People & Institutions	<b>Hilary Hoynes</b>, <b>Diane Whitmore Schanzenbach</b>, and <b>Marianne Bitler</b> — why do they matter for Medicaid evaluation?	They built the modern evidence base on the <b>long-run effects of the safety net</b> — largely through SNAP, the EITC, and food programs — establishing the methods and the framing (early-life exposure, long-run administrative follow-up, cost-benefit over decades) that the childhood Medicaid literature uses.<br><br><i>If your work is on benefit evaluation broadly rather than Medicaid alone, this group is as important as the Medicaid specialists. Hoynes and Schanzenbach's food stamp rollout work is the direct methodological template for Goodman-Bacon's Medicaid introduction papers.</i>		medicaid people economists safety-net prio::2-working
Basic	Medicaid::5. People & Institutions	<b>Sara Rosenbaum</b> — what is she known for?	George Washington University; the leading <b>health law scholar on Medicaid</b> — statutory interpretation, beneficiary rights, EPSDT, managed care regulation, and the legal analysis of waiver authority.<br><br><i>When a Medicaid question is legal rather than empirical, her work is the reference. Prolific in Health Affairs Forefront and Milbank commentary, so her analysis is usually available quickly after a legal development.</i>		medicaid people law prio::1-core
Basic	Medicaid::5. People & Institutions	<b>Nicole Huberfeld</b> — what is she known for?	Boston University health law scholar; <b>Medicaid federalism and constitutional law</b> — the spending clause questions in <i>NFIB v. Sebelius</i>, the limits of waiver authority, and how federalism shapes health coverage.<br><br><i>The right author for understanding why Medicaid's structure produces the legal fights it does, rather than just what the current doctrine says.</i>		medicaid people law prio::2-working
