#separator:tab
#html:true
#notetype column:1
#deck column:2
#tags column:6
Basic	Medicaid::6. Benefit Evaluation	What are the four distinct kinds of evaluation question, and why must you pick one first?	<ul><li><b>Impact</b> — did the program cause a change in outcomes?</li><li><b>Implementation / process</b> — was it delivered as designed, to whom, at what fidelity?</li><li><b>Cost</b> — cost-effectiveness, cost-benefit, or budget impact</li><li><b>Descriptive / monitoring</b> — who is served, what is happening, what is changing</li></ul>They require different designs, data, and timelines, and answering one does not answer another.<br><br><i>The most common failure in applied evaluation is a design chosen for impact estimation delivering an implementation answer, or vice versa. A program that shows no impact because it was never actually delivered is an implementation finding wearing an impact finding's clothes — and the policy response is entirely different.</i>		medicaid evaluation prio::1-core
Basic	Medicaid::6. Benefit Evaluation	What is a theory of change, and what does writing one force you to do?	"An explicit chain from inputs and activities to outputs, intermediate outcomes, and final outcomes, with the assumptions at each link stated.<br><br><i>Its practical value is falsification: it commits you in advance to which links must hold, so a null result can be traced to a specific broken step rather than attributed vaguely to ""the program didn't work."" For a benefit program the chain almost always runs: eligibility → awareness → application → enrollment → retention → utilization → outcome. Most programs fail early in that chain, not late.</i>"		medicaid evaluation prio::1-core
Basic	Medicaid::6. Benefit Evaluation	What is an estimand, and why specify it before analysis?	The precise quantity you are trying to estimate — for whom, compared to what, over what period. Naming it prevents the common slide in which a design that identifies one thing is reported as though it identified another.<br><br><i>Concretely: ATE (everyone), ATT (those treated), LATE (compliers induced by the instrument), ITT (those offered the treatment). The Oregon lottery's headline effects are LATE; a state's expansion effects are closer to ATT for the newly eligible. Comparing them directly without noting this is a category error.</i>		medicaid evaluation prio::1-core
Basic	Medicaid::6. Benefit Evaluation	Distinguish intent-to-treat from treatment-on-the-treated, and say when each is the policy-relevant one.	"<b>ITT</b> is the effect of being <i>offered</i> the program; <b>TOT/LATE</b> is the effect on those who actually took it up.<br>ITT is the right number when the policy question is ""should we offer this,"" because take-up failure is part of what the policy delivers. TOT is right when the question is about the effect of the service itself.<br><br><i>For benefit programs with low take-up the gap is enormous, and it is where most misreporting happens. An outreach intervention with a 4 percent enrollment effect and a large TOT can be truthfully described as transformative or as negligible depending on which you report — so report both.</i>"		medicaid evaluation prio::1-core
Basic	Medicaid::6. Benefit Evaluation	What is the outcome hierarchy for a benefit program evaluation?	<ul><li><b>Take-up</b> — who enrolls</li><li><b>Retention / continuity</b> — how long they stay covered</li><li><b>Access and utilization</b> — do they get services</li><li><b>Intermediate outcomes</b> — diagnosis, control of chronic conditions, financial strain</li><li><b>Final outcomes</b> — health, mortality, employment, educational attainment</li><li><b>Welfare</b> — willingness to pay, MVPF, distributional incidence</li></ul><br><br><i>Measure as far down as your data and horizon honestly allow, and pre-specify one <b>primary</b> outcome. Evaluations that report the level where they found significance, without saying it was chosen after the fact, are the single largest source of unreliable findings in this field.</i>		medicaid evaluation prio::1-core
Basic	Medicaid::6. Benefit Evaluation	Why should a power analysis happen before an evaluation, and what should you report?	Because an underpowered study cannot produce an informative null, and you will not know that until it is too late to fix. Report the <b>minimum detectable effect</b> (MDE) at your sample size, and check it against effect sizes the literature considers plausible.<br><br><i>If the MDE exceeds any effect the program could plausibly produce, the study should be redesigned or reframed as descriptive — not run anyway. This is exactly the critique that applies to Oregon's biomarker results, and it applies with much more force to typical state evaluations, which are far smaller.</i>		medicaid evaluation prio::1-core
Basic	Medicaid::6. Benefit Evaluation	What is a pre-analysis plan, and what should it contain?	A document registered before outcomes are observed specifying the primary outcome, the estimating equation, the sample, subgroups to be examined, how multiplicity will be handled, and rules for missing data and outliers.<br><br><i>Register at the AEA RCT Registry, OSF, or ClinicalTrials.gov as appropriate. Its purpose is not to prohibit exploration but to make the distinction between confirmatory and exploratory analysis legible to a reader. Label exploratory results as exploratory and they remain valuable.</i>		medicaid evaluation prio::1-core
Basic	Medicaid::6. Benefit Evaluation	What is an evaluability assessment?	A prior determination of whether a program <i>can</i> be meaningfully evaluated — whether it has a clear model, is implemented consistently, has measurable outcomes, has usable data, and has a plausible comparison group.<br><br><i>Cheap and frequently skipped. It prevents the most wasteful outcome in applied evaluation: spending three years and a large budget producing an uninterpretable estimate of a program that was never stable enough to have an effect.</i>		medicaid evaluation prio::2-working
Basic	Medicaid::6. Benefit Evaluation	Whose outcomes count in a benefit program evaluation?	"At minimum: enrollees. Usually also: household members, providers (revenue and uncompensated care), other payers (Medicare, marketplace, state-only programs), other public budgets (corrections, child welfare, education), and — in the long run — the next generation.<br><br><i>This is the ""standing"" question in cost-benefit analysis and it is decisive. Finkelstein-Hendren-Luttmer's central result is that a large share of Medicaid's value accrues to <i>external parties</i>, so an evaluation scoped to enrollees alone systematically understates the program.</i>"		medicaid evaluation prio::1-core
Basic	Medicaid::6. Benefit Evaluation	Rank the standard evaluation designs by identification strength, and note the practical cost of each.	<ul><li><b>RCT</b> — strongest; often infeasible or unethical for entitlements</li><li><b>RD / lottery / notch</b> — very strong at the cutoff; local, so external validity is limited</li><li><b>DiD with credible parallel trends</b> — workhorse; only as good as the comparison group</li><li><b>IV</b> — strong if the exclusion restriction holds, which is usually untestable</li><li><b>Synthetic control</b> — good for a single treated unit with a long pre-period</li><li><b>Matching / regression adjustment</b> — weakest; assumes selection on observables</li></ul><br><br><i>The ranking is about identification, not usefulness. A well-executed DiD on the whole population often informs policy better than a perfectly identified RD affecting a narrow group at a cutoff nobody cares about.</i>		medicaid evaluation prio::1-core
